Ticker	EntryTime	ExitTime	Return [%]	CAGR [%]	Sharpe Ratio	Max. Drawdown [%]	Win Rate [%]	# Trades	Expectancy [%]	Profit Factor	Duration	Avg. Trade [%]	Max. Trade Duration	Avg. Trade Duration
IBM	2023-06-26 13:30:00+00:00	2025-06-23 16:00:00+00:00	0.39130157470701304	0.19702498228715282	0.707143301524137	-0.2584643972045719	100.0	2	0.4001071281837465		728 days 02:30:00	0.4001071281837465	0 days 03:00:00	0 days 03:00:00
WFC	2023-06-26 13:30:00+00:00	2025-06-23 16:00:00+00:00	38.21824187469487	17.718560751249424	2.282061469650351	-1.616058187237468	100.0	10	4.173201194549928		728 days 02:30:00	4.1410193082697555	6 days 00:00:00	3 days 10:00:00
PLTR	2023-06-26 13:30:00+00:00	2025-06-23 16:00:00+00:00	24.36171461105343	11.614880182587427	1.187151982101267	-5.33435290622516	100.0	4	7.773435885551705		728 days 02:30:00	7.544682313616291	4 days 00:00:00	2 days 10:00:00
AMD	2023-06-26 13:30:00+00:00	2025-06-23 16:00:00+00:00	72.09139846801762	31.468775689995443	1.4037568725571183	-2.931825986663261	100.0	12	5.746114882136708		728 days 02:30:00	5.6069537276750125	5 days 04:00:00	2 days 03:00:00
AVGO	2023-06-26 13:30:00+00:00	2025-06-23 16:00:00+00:00	10.761097564697266	5.286132836375135	1.4747033293202898	-1.680968202777955	100.0	3	5.297448233489776		728 days 02:30:00	5.28538782919008	7 days 03:00:00	4 days 02:00:00
HOOD	2023-06-26 13:30:00+00:00	2025-06-23 16:00:00+00:00	30.87304359436035	14.522943558243973	1.2849850839618093	-3.750509209982955	100.0	3	14.418899831795152		728 days 02:30:00	14.408708680497151	2 days 02:00:00	1 days 16:00:00
CRWV	2025-03-28 16:30:00+00:00	2025-06-23 16:00:00+00:00	0.0	0.0		-0.0		0			86 days 23:30:00			
MSTR	2023-06-26 13:30:00+00:00	2025-06-23 16:00:00+00:00	52.13852251052853	23.551651212140246	1.0783014522526948	-6.083069186041767	100.0	7	7.566885412750706		728 days 02:30:00	7.334671212297539	3 days 02:00:00	1 days 01:00:00
UNH	2023-06-26 13:30:00+00:00	2025-06-23 16:00:00+00:00	53.942554626464826	24.287879754367413	2.6692410680725267	-2.8031502476114856	100.0	15	3.7772414350694263		728 days 02:30:00	3.7188604600776776	7 days 00:00:00	3 days 07:00:00
GOOG	2023-06-26 13:30:00+00:00	2025-06-23 16:00:00+00:00	17.20849578857422	8.331656144253996	1.1620860515352194	-1.8750720031338597	100.0	5	4.124845666717403		728 days 02:30:00	4.075902186038705	2 days 02:00:00	1 days 05:00:00
APP	2023-06-26 13:30:00+00:00	2025-06-23 16:00:00+00:00	15.538808517456019	7.5510993226656	1.2249008929346468	-5.177854716207841	100.0	4	7.607657463262152		728 days 02:30:00	7.499399146933983	2 days 05:00:00	2 days 04:00:00
UBER	2023-06-26 13:30:00+00:00	2025-06-23 16:00:00+00:00	38.453581466674805	17.819537606897782	1.5880182514401886	-3.6793526023482293	83.33333333333334	7	5.7677445598703825	84.51609341746423	728 days 02:30:00	5.597361403089507	5 days 06:00:00	2 days 06:00:00
